,filename,year_built
0,5003/NJBF000021864-StreetView-640-60.jpg,2002
1,5003/NJBF000271879-StreetView-640-60.jpg,1927
2,5003/NJBF000014167-StreetView-640-60.jpg,1947
3,5003/NJBF000014131-StreetView-640-60.jpg,1954
4,5003/NJBF000036062-StreetView-640-60.jpg,1928
5,5003/NJBF000270499-StreetView-640-60.jpg,1913
6,5003/NJBF000084444-StreetView-640-60.jpg,2002
7,5003/NJBF000266139-StreetView-640-60.jpg,1941
8,5003/NJBF000069374-StreetView-640-60.jpg,1940
9,5003/NJBF000200035-StreetView-640-60.jpg,2009
10,5003/NJBF000076370-StreetView-640-60.jpg,1983
11,5003/NJBF000390108-StreetView-640-60.jpg,1958
12,5003/NJBF000036975-StreetView-640-60.jpg,1925
13,5003/NJBF000434451-StreetView-640-60.jpg,1940
14,5003/NJBF000221565-StreetView-640-60.jpg,1999
15,5003/NJBF000142182-StreetView-640-60.jpg,1932
16,5003/NJBF000063668-StreetView-640-60.jpg,1916
17,5003/NJBF000040523-StreetView-640-60.jpg,2009
18,5003/NJBF000181027-StreetView-640-60.jpg,1991
19,5003/NJBF000162967-StreetView-640-60.jpg,1943
20,5003/NJBF000002586-StreetView-640-60.jpg,1927
21,5003/NJBF000198668-StreetView-640-60.jpg,1992
22,5003/NJBF000271867-StreetView-640-60.jpg,1917
23,5003/NJBF000431442-StreetView-640-60.jpg,1946
24,5003/NJBF000081956-StreetView-640-60.jpg,1952
25,5003/NJBF000383870-StreetView-640-60.jpg,1921
26,5003/NJBF000027654-StreetView-640-60.jpg,1942
27,5003/NJBF000012847-StreetView-640-60.jpg,2000
28,5003/NJBF000199573-StreetView-640-60.jpg,2002
29,5003/NJBF000049271-StreetView-640-60.jpg,1971
30,5003/NJBF000042493-StreetView-640-60.jpg,1989
31,5003/NJBF000063215-StreetView-640-60.jpg,1916
32,5003/NJBF000385793-StreetView-640-60.jpg,1991
33,5003/NJBF000082472-StreetView-640-60.jpg,1968
34,5003/NJBF000383201-StreetView-640-60.jpg,1995
35,5003/NJBF000007470-StreetView-640-60.jpg,1924
36,5003/NJBF000043472-StreetView-640-60.jpg,2002
37,5003/NJBF000058576-StreetView-640-60.jpg,1961
38,5003/NJBF000069301-StreetView-640-60.jpg,1967
39,5003/NJBF000265838-StreetView-640-60.jpg,2011
40,5003/NJBF000002048-StreetView-640-60.jpg,1921
41,5003/NJBF000164487-StreetView-640-60.jpg,1969
42,5003/NJBF000053033-StreetView-640-60.jpg,2012
43,5003/NJBF000161165-StreetView-640-60.jpg,1993
44,5003/NJBF000255060-StreetView-640-60.jpg,1997
45,5003/NJBF000040332-StreetView-640-60.jpg,1948
46,5003/NJBF000434856-StreetView-640-60.jpg,1951
47,5003/NJBF000008206-StreetView-640-60.jpg,1962
48,5003/NJBF000049060-StreetView-640-60.jpg,1984
49,5003/NJBF000237841-StreetView-640-60.jpg,1968
50,5003/NJBF000008214-StreetView-640-60.jpg,1951
51,5003/NJBF000029110-StreetView-640-60.jpg,1994
52,5003/NJBF000352437-StreetView-640-60.jpg,1988
53,5003/NJBF000004620-StreetView-640-60.jpg,1995
54,5003/NJBF000152160-StreetView-640-60.jpg,2011
55,5003/NJBF000381903-StreetView-640-60.jpg,1963
56,5003/NJBF000018337-StreetView-640-60.jpg,1914
57,5003/NJBF000157861-StreetView-640-60.jpg,1942
58,5003/NJBF000030861-StreetView-640-60.jpg,1990
59,5003/NJBF000015629-StreetView-640-60.jpg,1952
60,5003/NJBF000078456-StreetView-640-60.jpg,1963
61,5003/NJBF000016602-StreetView-640-60.jpg,2013
62,5003/NJBF000057604-StreetView-640-60.jpg,1939
63,5003/NJBF000058432-StreetView-640-60.jpg,2009
64,5003/NJBF000175269-StreetView-640-60.jpg,1955
65,5003/NJBF000259020-StreetView-640-60.jpg,1994
66,5003/NJBF000179253-StreetView-640-60.jpg,1957
67,5003/NJBF000338995-StreetView-640-60.jpg,1925
68,5003/NJBF000015591-StreetView-640-60.jpg,1925
69,5003/NJBF000061363-StreetView-640-60.jpg,2000
70,5003/NJBF000006292-StreetView-640-60.jpg,1983
71,5003/NJBF000192821-StreetView-640-60.jpg,2004
72,5003/NJBF000388636-StreetView-640-60.jpg,1955
73,5003/NJBF000017650-StreetView-640-60.jpg,1966
74,5003/NJBF000145566-StreetView-640-60.jpg,2003
75,5003/NJBF000159449-StreetView-640-60.jpg,2000
76,5003/NJBF000027631-StreetView-640-60.jpg,1980
77,5003/NJBF000195854-StreetView-640-60.jpg,1929
78,5003/NJBF000031336-StreetView-640-60.jpg,1983
79,5003/NJBF000351992-StreetView-640-60.jpg,1987
80,5003/NJBF000047641-StreetView-640-60.jpg,1940
81,5003/NJBF000271187-StreetView-640-60.jpg,2005
82,5003/NJBF000213301-StreetView-640-60.jpg,1945
83,5003/NJBF000248746-StreetView-640-60.jpg,1990
84,5003/NJBF000191278-StreetView-640-60.jpg,2005
85,5003/NJBF000090518-StreetView-640-60.jpg,1928
86,5003/NJBF000021976-StreetView-640-60.jpg,2005
87,5003/NJBF000070984-StreetView-640-60.jpg,1999
88,5003/NJBF000028265-StreetView-640-60.jpg,1961
89,5003/NJBF000272565-StreetView-640-60.jpg,1937
90,5003/NJBF000059161-StreetView-640-60.jpg,1952
91,5003/NJBF000033585-StreetView-640-60.jpg,1950
92,5003/NJBF000041051-StreetView-640-60.jpg,1993
93,5003/NJBF000055130-StreetView-640-60.jpg,1959
94,5003/NJBF000131707-StreetView-640-60.jpg,1941
95,5003/NJBF000192943-StreetView-640-60.jpg,1924
96,5003/NJBF000049575-StreetView-640-60.jpg,1979
97,5003/NJBF000053969-StreetView-640-60.jpg,1963
98,5003/NJBF000047351-StreetView-640-60.jpg,1994
99,5003/NJBF000064206-StreetView-640-60.jpg,1928
100,5003/NJBF000002993-StreetView-640-60.jpg,1972
101,5003/NJBF000125221-StreetView-640-60.jpg,1915
102,5003/NJBF000011401-StreetView-640-60.jpg,2011
103,5003/NJBF000065609-StreetView-640-60.jpg,1971
104,5003/NJBF000036559-StreetView-640-60.jpg,1982
105,5003/NJBF000444642-StreetView-640-60.jpg,1966
106,5003/NJBF000196709-StreetView-640-60.jpg,1963
107,5003/NJBF000058038-StreetView-640-60.jpg,2011
108,5003/NJBF000062873-StreetView-640-60.jpg,2011
109,5003/NJBF000271313-StreetView-640-60.jpg,1994
110,5003/NJBF000047819-StreetView-640-60.jpg,1921
111,5003/NJBF000070767-StreetView-640-60.jpg,1929
112,5003/NJBF000004343-StreetView-640-60.jpg,1975
113,5003/NJBF000028342-StreetView-640-60.jpg,1931
114,5003/NJBF000028467-StreetView-640-60.jpg,1927
115,5003/NJBF000399107-StreetView-640-60.jpg,1986
116,5003/NJBF000133480-StreetView-640-60.jpg,2003
117,5003/NJBF000182426-StreetView-640-60.jpg,1976
118,5003/NJBF000020217-StreetView-640-60.jpg,1993
119,5003/NJBF000023493-StreetView-640-60.jpg,1924
120,5003/NJBF000270099-StreetView-640-60.jpg,1973
121,5003/NJBF000234962-StreetView-640-60.jpg,1938
122,5003/NJBF000082610-StreetView-640-60.jpg,1938
123,5003/NJBF000158889-StreetView-640-60.jpg,1956
124,5003/NJBF000239875-StreetView-640-60.jpg,1928
125,5003/NJBF000353208-StreetView-640-60.jpg,1943
126,5003/NJBF000341531-StreetView-640-60.jpg,1955
127,5003/NJBF000444961-StreetView-640-60.jpg,2001
128,5003/NJBF000045664-StreetView-640-60.jpg,1979
129,5003/NJBF000269508-StreetView-640-60.jpg,1986
130,5003/NJBF000034456-StreetView-640-60.jpg,1980
131,5003/NJBF000057903-StreetView-640-60.jpg,1994
132,5003/NJBF000268170-StreetView-640-60.jpg,1957
133,5003/NJBF000445909-StreetView-640-60.jpg,1968
134,5003/NJBF000010510-StreetView-640-60.jpg,1987
135,5003/NJBF000207878-StreetView-640-60.jpg,1982
136,5003/NJBF000041112-StreetView-640-60.jpg,1954
137,5003/NJBF000029550-StreetView-640-60.jpg,2002
138,5003/NJBF000197979-StreetView-640-60.jpg,1996
139,5003/NJBF000382972-StreetView-640-60.jpg,1948
140,5003/NJBF000047416-StreetView-640-60.jpg,1952
141,5003/NJBF000040233-StreetView-640-60.jpg,2004
142,5003/NJBF000177956-StreetView-640-60.jpg,1956
143,5003/NJBF000003068-StreetView-640-60.jpg,1979
144,5003/NJBF000002025-StreetView-640-60.jpg,1982
145,5003/NJBF000030468-StreetView-640-60.jpg,1956
146,5003/NJBF000032398-StreetView-640-60.jpg,1925
147,5003/NJBF000040771-StreetView-640-60.jpg,1988
148,5003/NJBF000145086-StreetView-640-60.jpg,1999
149,5003/NJBF000153877-StreetView-640-60.jpg,2013
150,5003/NJBF000203389-StreetView-640-60.jpg,1963
151,5003/NJBF000267222-StreetView-640-60.jpg,1943
152,5003/NJBF000016919-StreetView-640-60.jpg,1936
153,5003/NJBF000398151-StreetView-640-60.jpg,1947
154,5003/NJBF000086986-StreetView-640-60.jpg,1915
155,5003/NJBF000339635-StreetView-640-60.jpg,1982
156,5003/NJBF000397068-StreetView-640-60.jpg,2008
157,5003/NJBF000175491-StreetView-640-60.jpg,1929
158,5003/NJBF000016942-StreetView-640-60.jpg,2002
159,5003/NJBF000267396-StreetView-640-60.jpg,1921
160,5003/NJBF000389797-StreetView-640-60.jpg,2002
161,5003/NJBF000028325-StreetView-640-60.jpg,1973
162,5003/NJBF000337374-StreetView-640-60.jpg,1945
163,5003/NJBF000272224-StreetView-640-60.jpg,1958
164,5003/NJBF000131748-StreetView-640-60.jpg,1967
165,5003/NJBF000076590-StreetView-640-60.jpg,1942
166,5003/NJBF000049760-StreetView-640-60.jpg,1995
167,5003/NJBF000055780-StreetView-640-60.jpg,1934
168,5003/NJBF000001881-StreetView-640-60.jpg,1990
169,5003/NJBF000236598-StreetView-640-60.jpg,1964
170,5003/NJBF000335699-StreetView-640-60.jpg,1951
171,5003/NJBF000221797-StreetView-640-60.jpg,1969
172,5003/NJBF000051847-StreetView-640-60.jpg,1998
173,5003/NJBF000132660-StreetView-640-60.jpg,1913
174,5003/NJBF000014410-StreetView-640-60.jpg,2009
175,5003/NJBF000150340-StreetView-640-60.jpg,1967
176,5003/NJBF000006456-StreetView-640-60.jpg,1949
177,5003/NJBF000200089-StreetView-640-60.jpg,1969
178,5003/NJBF000017624-StreetView-640-60.jpg,2001
179,5003/NJBF000009106-StreetView-640-60.jpg,1923
180,5003/NJBF000223969-StreetView-640-60.jpg,1919
181,5003/NJBF000199426-StreetView-640-60.jpg,2012
182,5003/NJBF000030823-StreetView-640-60.jpg,1954
